,PLAN_BEZ,STRASSE1,ORTSTEIL1,PLZ1,HNR_GE_AB,HNR_GE_BIS,HNR_UG_AB,HNR_UG_BIS,TERMIN001,TERMIN002,TERMIN003
27264,Sperrmüll,Im Ellig,Lengsdorf,53127,2.0,9998.0,1.0,9999.0,2025-02-17,2025-05-06,2025-10-30
27279,Sperrmüll,Im Feldpütz,Lengsdorf,53123,2.0,9998.0,1.0,9999.0,2025-02-14,2025-04-06,2025-10-29
27294,Sperrmüll,Im Hellengarten,Lengsdorf,53127,2.0,9998.0,1.0,9999.0,2025-02-17,2025-05-06,2025-10-30
27309,Sperrmüll,Im Hohnderfeld,Lengsdorf,53127,2.0,9998.0,1.0,9999.0,2025-02-17,2025-05-06,2025-10-30
27324,Sperrmüll,Im Mühlenbach,Lengsdorf,53127,2.0,28.0,1.0,31.0,2025-02-17,2025-05-06,2025-10-30
27339,Sperrmüll,Im Mühlenbach,Lengsdorf,53127,30.0,9998.0,33.0,9999.0,2025-02-17,2025-05-06,2025-10-30
27354,Sperrmüll,Im Pesch,Lengsdorf,53127,2.0,9998.0,1.0,9999.0,2025-02-17,2025-05-06,2025-10-30
27369,Sperrmüll,Im Rebgarten,Lengsdorf,53127,2.0,9998.0,1.0,9999.0,2025-02-17,2025-05-06,2025-10-30
27384,Sperrmüll,Im Ringelsacker,Lengsdorf,53123,2.0,9998.0,1.0,9999.0,2025-02-14,2025-04-06,2025-10-29
27399,Sperrmüll,Im Weiler,Lengsdorf,53123,2.0,9998.0,1.0,9999.0,2025-02-14,2025-04-06,2025-10-29
27414,Sperrmüll,In den Weingärten,Lengsdorf,53127,2.0,9998.0,1.0,9999.0,2025-02-17,2025-05-06,2025-10-30
27429,Sperrmüll,In der Aue,Lengsdorf,53127,2.0,9998.0,1.0,9999.0,2025-02-17,2025-05-06,2025-10-30
27444,Sperrmüll,In der Grächt,Lengsdorf,53127,2.0,9998.0,1.0,9999.0,2025-02-17,2025-05-06,2025-10-30
27459,Sperrmüll,In der Roten Kanne,Lengsdorf,53127,2.0,9998.0,1.0,9999.0,2025-02-17,2025-05-06,2025-10-30
27474,Sperrmüll,Ippendorfer Weg,Lengsdorf,53127,2.0,9998.0,1.0,9999.0,2025-02-17,2025-05-06,2025-10-30
27489,Sperrmüll,Ippendorfer Weg,Lengsdorf,53127,,,,,2025-02-19,2025-10-06,2025-03-11
27504,Sperrmüll,Kelterweg,Lengsdorf,53127,2.0,9998.0,1.0,9999.0,2025-02-17,2025-05-06,2025-10-30
27519,Sperrmüll,Kreuzbergstr.,Lengsdorf,53127,2.0,998.0,1.0,997.0,2025-02-17,2025-05-06,2025-10-30
27534,Sperrmüll,Kreuzbergstr.,Lengsdorf,53127,1000.0,9998.0,999.0,9999.0,2025-02-17,2025-05-06,2025-10-30
27549,Sperrmüll,Lengsdorfer Hauptstr.,Lengsdorf,53127,2.0,9998.0,1.0,9999.0,2025-02-17,2025-05-06,2025-10-30
27564,Sperrmüll,Lingsgasse,Lengsdorf,53127,2.0,9998.0,1.0,9999.0,2025-02-17,2025-05-06,2025-10-30
27579,Sperrmüll,Nikolaus-Groß-Str.,Lengsdorf,53127,2.0,9998.0,1.0,9999.0,2025-02-17,2025-05-06,2025-10-30
27594,Sperrmüll,Otto-Müller-Str.,Lengsdorf,53127,2.0,9998.0,1.0,9999.0,2025-02-17,2025-05-06,2025-10-30
27609,Sperrmüll,Provinzialstr.,Lengsdorf,53127,2.0,38.0,1.0,49.0,2025-02-17,2025-05-06,2025-10-30
27624,Sperrmüll,Provinzialstr.,Lengsdorf,53127,40.0,100.0,51.0,91.0,2025-02-17,2025-05-06,2025-10-30
27639,Sperrmüll,Provinzialstr.,Lengsdorf,53127,102.0,9998.0,93.0,9999.0,2025-02-17,2025-05-06,2025-10-30
27654,Sperrmüll,Rheinbleichardweg,Lengsdorf,53127,2.0,9998.0,1.0,9999.0,2025-02-17,2025-05-06,2025-10-30
27669,Sperrmüll,Rita-Maiburg-Str.,Lengsdorf,53127,2.0,9998.0,1.0,9999.0,2025-02-17,2025-05-06,2025-10-30
27684,Sperrmüll,Rita-Maiburg-Straße,Lengsdorf,53127,50.0,50.0,,,2025-02-17,2025-05-06,2025-10-30
27699,Sperrmüll,Schallengasse,Lengsdorf,53127,2.0,9998.0,1.0,9999.0,2025-02-17,2025-05-06,2025-10-30
27714,Sperrmüll,Schulstr.,Lengsdorf,53127,2.0,9998.0,1.0,9999.0,2025-02-17,2025-05-06,2025-10-30
27729,Sperrmüll,Uhlgasse,Lengsdorf,53127,2.0,9998.0,1.0,9999.0,2025-02-17,2025-05-06,2025-10-30
27744,Sperrmüll,Zur Marterkapelle,Lengsdorf,53127,2.0,9998.0,1.0,9999.0,2025-02-17,2025-05-06,2025-10-30
27759,Sperrmüll,Am Bach,Lessenich,53123,2.0,9998.0,1.0,9999.0,2025-07-02,2025-05-26,2025-08-10
27774,Sperrmüll,Am Stadtkanal,Lessenich,53121,2.0,9998.0,1.0,9999.0,2025-07-02,2025-05-26,2025-08-10
27789,Sperrmüll,Am Tönnessenkreuz,Lessenich,53123,2.0,9998.0,1.0,9999.0,2025-07-02,2025-05-26,2025-08-10
27804,Sperrmüll,An der Knappenmühle,Lessenich,53123,2.0,9998.0,1.0,9999.0,2025-07-02,2025-05-26,2025-08-10
27819,Sperrmüll,Bonner Logsweg,Lessenich,53123,2.0,9998.0,1.0,9999.0,2025-07-02,2025-05-26,2025-08-10
27839,Sperrmüll,Bonner Weg,Lessenich,53123,2.0,9998.0,1.0,9999.0,2025-07-02,2025-05-26,2025-08-10
27854,Sperrmüll,Brigitte-Schröder-Str.,Lessenich,53123,2.0,9998.0,1.0,9999.0,2025-11-02,2025-05-27,2025-09-10
27869,Sperrmüll,Burgweg,Lessenich,53123,2.0,40.0,1.0,39.0,2025-07-02,2025-05-26,2025-08-10
27884,Sperrmüll,Burgweg,Lessenich,53123,42.0,9998.0,41.0,9999.0,2025-07-02,2025-05-26,2025-08-10
27899,Sperrmüll,Dompfaffenweg,Lessenich,53123,2.0,9998.0,1.0,9999.0,2025-07-02,2025-05-26,2025-08-10
27914,Sperrmüll,Ermlandstr.,Lessenich,53123,2.0,9998.0,1.0,9999.0,2025-07-02,2025-05-26,2025-08-10
27929,Sperrmüll,Forellstr.,Lessenich,53123,2.0,9998.0,1.0,9999.0,2025-07-02,2025-05-26,2025-08-10
27944,Sperrmüll,Gielsdorfer Str.,Lessenich,53123,2.0,22.0,1.0,49.0,2025-07-02,2025-05-26,2025-08-10
27959,Sperrmüll,Gielsdorfer Str.,Lessenich,53123,24.0,9998.0,51.0,9999.0,2025-07-02,2025-05-26,2025-08-10
27974,Sperrmüll,Hans-Welzel-Str.,Lessenich,53123,2.0,9998.0,1.0,9999.0,2025-07-02,2025-05-26,2025-08-10
27989,Sperrmüll,Hubert-Jedin-Str.,Lessenich,53123,2.0,9998.0,1.0,9999.0,2025-11-02,2025-05-27,2025-09-10
28004,Sperrmüll,Im Brocken,Lessenich,53123,2.0,9998.0,1.0,9999.0,2025-07-02,2025-05-26,2025-08-10
28019,Sperrmüll,Johann-Bieser-Str.,Lessenich,53123,2.0,9998.0,1.0,9999.0,2025-07-02,2025-05-26,2025-08-10
28034,Sperrmüll,Karl-Wiltberger-Str.,Lessenich,53123,2.0,9998.0,1.0,9999.0,2025-11-02,2025-05-27,2025-09-10
28049,Sperrmüll,Koernickestr.,Lessenich,53123,2.0,9998.0,1.0,9999.0,2025-07-02,2025-05-26,2025-08-10
28064,Sperrmüll,Krausgäßchen,Lessenich,53123,2.0,9998.0,1.0,9999.0,2025-07-02,2025-05-26,2025-08-10
28079,Sperrmüll,Laurentiusstr.,Lessenich,53123,2.0,9998.0,1.0,9999.0,2025-07-02,2025-05-26,2025-08-10
28094,Sperrmüll,Lessenicher Kirchpädchen,Lessenich,53123,2.0,9998.0,1.0,9999.0,2025-07-02,2025-05-26,2025-08-10
28109,Sperrmüll,Malgisostr.,Lessenich,53123,2.0,9998.0,1.0,9999.0,2025-07-02,2025-05-26,2025-08-10
28124,Sperrmüll,Martin-Legros-Str.,Lessenich,53123,2.0,96.0,1.0,81.0,2025-07-02,2025-05-26,2025-08-10
28139,Sperrmüll,Martin-Legros-Str.,Lessenich,53123,98.0,9998.0,83.0,9999.0,2025-07-02,2025-05-26,2025-08-10
28154,Sperrmüll,Oedekovener Str.,Lessenich,53123,2.0,9998.0,1.0,9999.0,2025-07-02,2025-05-26,2025-08-10
28169,Sperrmüll,Roncallistr.,Lessenich,53123,2.0,9998.0,1.0,9999.0,2025-07-02,2025-05-26,2025-08-10
28184,Sperrmüll,Weidenpeschweg,Lessenich,53123,2.0,9998.0,1.0,9999.0,2025-07-02,2025-05-26,2025-08-10
28199,Sperrmüll,Wilhelm-Neuss-Str.,Lessenich,53123,2.0,9998.0,1.0,9999.0,2025-07-02,2025-05-26,2025-08-10
28214,Sperrmüll,Am Brünnchen,Limperich,53227,2.0,9998.0,1.0,9999.0,2025-03-31,2025-08-29,2025-08-12
28229,Sperrmüll,Am Finkenberg,Limperich,53227,2.0,9998.0,1.0,9999.0,2025-01-04,2025-08-27,2025-05-12
28244,Sperrmüll,Am Müllestump,Limperich,53227,2.0,9998.0,1.0,9999.0,2025-03-31,2025-08-29,2025-08-12
28259,Sperrmüll,An der Linde,Limperich,53227,2.0,9998.0,1.0,9999.0,2025-03-31,2025-08-29,2025-08-12
28274,Sperrmüll,Burggrafenstr.,Limperich,53227,2.0,9998.0,1.0,9999.0,2025-03-31,2025-08-29,2025-08-12
28289,Sperrmüll,Dietrich-Bonhoeffer-Str.,Limperich,53227,2.0,8.0,1.0,19.0,2025-03-31,2025-08-29,2025-08-12
28304,Sperrmüll,Dietrich-Bonhoeffer-Str.,Limperich,53227,10.0,9998.0,21.0,9999.0,2025-03-31,2025-08-29,2025-08-12
28319,Sperrmüll,Drachenfelsweg,Limperich,53227,2.0,26.0,1.0,27.0,2025-03-31,2025-08-29,2025-08-12
28334,Sperrmüll,Drachenfelsweg,Limperich,53227,28.0,9998.0,29.0,9999.0,2025-03-31,2025-08-29,2025-08-12
28349,Sperrmüll,Eichendorffstr.,Limperich,53227,2.0,9998.0,1.0,9999.0,2025-03-31,2025-08-29,2025-08-12
28364,Sperrmüll,Finkenbergstr.,Limperich,53227,2.0,20.0,1.0,21.0,2025-03-31,2025-08-29,2025-08-12
28379,Sperrmüll,Finkenbergstr.,Limperich,53227,22.0,9998.0,23.0,9999.0,2025-03-31,2025-08-29,2025-08-12
28394,Sperrmüll,Himmerichweg,Limperich,53227,2.0,9998.0,1.0,9999.0,2025-03-31,2025-08-29,2025-08-12
28409,Sperrmüll,Im Johdorf,Limperich,53227,2.0,9998.0,1.0,9999.0,2025-03-31,2025-08-29,2025-08-12
28424,Sperrmüll,Kreuzherrenstr.,Limperich,53227,2.0,28.0,1.0,29.0,2025-03-31,2025-08-29,2025-08-12
28444,Sperrmüll,Kreuzherrenstr.,Limperich,53227,30.0,76.0,31.0,75.0,2025-03-31,2025-08-29,2025-08-12
28459,Sperrmüll,Kreuzherrenstr.,Limperich,53227,78.0,9998.0,77.0,9999.0,2025-03-31,2025-08-29,2025-08-12
28474,Sperrmüll,Landgrabenweg,Limperich,53227,2.0,18.0,1.0,17.0,2025-03-31,2025-08-29,2025-08-12
28489,Sperrmüll,Landgrabenweg,Limperich,53227,20.0,9998.0,19.0,9999.0,2025-03-31,2025-08-29,2025-08-12
28504,Sperrmüll,Lohrbergweg,Limperich,53227,2.0,9998.0,1.0,9999.0,2025-03-31,2025-08-29,2025-08-12
28519,Sperrmüll,Mehlbergweg,Limperich,53227,2.0,9998.0,1.0,9999.0,2025-01-04,2025-08-27,2025-05-12
28534,Sperrmüll,Ölbergweg,Limperich,53227,2.0,9998.0,1.0,9999.0,2025-03-31,2025-08-29,2025-08-12
28549,Sperrmüll,Petersbergweg,Limperich,53227,2.0,9998.0,1.0,9999.0,2025-03-31,2025-08-29,2025-08-12
28564,Sperrmüll,Pützweg,Limperich,53227,2.0,9998.0,1.0,9999.0,2025-03-31,2025-08-29,2025-08-12
28579,Sperrmüll,Rhenusallee,Limperich,53227,2.0,32.0,1.0,25.0,2025-03-31,2025-08-29,2025-08-12
28594,Sperrmüll,Rhenusallee,Limperich,53227,34.0,40.0,27.0,37.0,2025-03-31,2025-08-29,2025-08-12
28609,Sperrmüll,Rhenusallee,Limperich,53227,42.0,9998.0,39.0,9999.0,2025-03-31,2025-08-29,2025-08-12
28624,Sperrmüll,Steinbruchweg,Limperich,53227,2.0,9998.0,1.0,9999.0,2025-04-29,2025-09-26,2025-12-22
28639,Sperrmüll,Weinbergweg,Limperich,53227,2.0,9998.0,1.0,9999.0,2025-01-04,2025-08-27,2025-05-12
28654,Sperrmüll,Wolkenburgweg,Limperich,53227,2.0,9998.0,1.0,9999.0,2025-03-31,2025-08-29,2025-08-12
28669,Sperrmüll,Ackerstr.,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-03-19,2025-04-07,2025-11-25
28684,Sperrmüll,Alberichstr.,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-03-18,2025-02-07,2025-11-24
28699,Sperrmüll,Am Botten,Mehlem,53179,2.0,18.0,1.0,19.0,2025-03-18,2025-02-07,2025-11-24
28714,Sperrmüll,Am Botten,Mehlem,53179,20.0,9998.0,21.0,9999.0,2025-07-02,2025-11-07,2025-12-12
28729,Sperrmüll,Am Glückshaus,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-03-19,2025-04-07,2025-11-25
28744,Sperrmüll,Am Nippenkreuz,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-03-20,2025-07-07,2025-11-26
28759,Sperrmüll,Am Rosenrain,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-03-18,2025-02-07,2025-11-24
28774,Sperrmüll,Amselhang,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-03-18,2025-02-07,2025-11-24
28789,Sperrmüll,Auf dem Domhof,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-07-02,2025-11-07,2025-12-12
28804,Sperrmüll,Auf dem Oelsfeld,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-03-17,2025-03-07,2025-11-21
28819,Sperrmüll,Austr.,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-03-19,2025-04-07,2025-11-25
28834,Sperrmüll,Bachemer Str.,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-03-18,2025-02-07,2025-11-24
28849,Sperrmüll,Bodenstaffstr.,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-03-19,2025-04-07,2025-11-25
28864,Sperrmüll,Brunhildstr.,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-03-19,2025-04-07,2025-11-25
28879,Sperrmüll,Dankwardstr.,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-03-18,2025-02-07,2025-11-24
28894,Sperrmüll,De-Brezé-Str.,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-03-19,2025-04-07,2025-11-25
28909,Sperrmüll,Dietrich-Glauner-Str.,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-03-19,2025-04-07,2025-11-25
28924,Sperrmüll,Domhofstr.,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-03-18,2025-02-07,2025-11-24
28939,Sperrmüll,Dreholzstr.,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-03-19,2025-04-07,2025-11-25
28954,Sperrmüll,Elsternweg,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-03-18,2025-02-07,2025-11-24
28969,Sperrmüll,Etzelstr.,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-03-18,2025-02-07,2025-11-24
28984,Sperrmüll,Fährstr.,Mehlem,53179,14.0,9998.0,9.0,9999.0,2025-03-19,2025-04-07,2025-11-25
28999,Sperrmüll,Fährstr.,Mehlem,53179,2.0,12.0,1.0,7.0,2025-03-19,2025-04-07,2025-11-25
29014,Sperrmüll,Friedrich-Bleek-Str.,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-03-17,2025-03-07,2025-11-21
29029,Sperrmüll,Fröbelstr.,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-03-19,2025-04-07,2025-11-25
29044,Sperrmüll,Gernotstr.,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-03-19,2025-04-07,2025-11-25
29059,Sperrmüll,Giselherstr.,Mehlem,53179,2.0,9998.0,1.0,11.0,2025-03-18,2025-02-07,2025-11-24
29074,Sperrmüll,Giselherstr.,Mehlem,53179,,,13.0,15.0,2025-03-18,2025-02-07,2025-11-24
29089,Sperrmüll,Giselherstr.,Mehlem,53179,,,17.0,9999.0,2025-03-18,2025-02-07,2025-11-24
29104,Sperrmüll,Görresstr.,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-03-18,2025-02-07,2025-11-24
29119,Sperrmüll,Gunterstr.,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-03-18,2025-02-07,2025-11-24
29134,Sperrmüll,Hagenstr.,Mehlem,53179,2.0,4.0,1.0,3.0,2025-03-18,2025-02-07,2025-11-24
29149,Sperrmüll,Hagenstr.,Mehlem,53179,6.0,9998.0,5.0,9999.0,2025-03-18,2025-02-07,2025-11-24
29164,Sperrmüll,Heinrichstr.,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-03-18,2025-02-07,2025-11-24
29179,Sperrmüll,Hildebrandstr.,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-03-18,2025-02-07,2025-11-24
29194,Sperrmüll,Im Bachfeld,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-03-17,2025-03-07,2025-11-21
29209,Sperrmüll,Im Frankenkeller,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-03-18,2025-02-07,2025-11-24
29229,Sperrmüll,Im Hag,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-03-18,2025-02-07,2025-11-24
29244,Sperrmüll,Im Rosenberg,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-03-18,2025-02-07,2025-11-24
29259,Sperrmüll,Im Vogelsang,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-03-18,2025-02-07,2025-11-24
29274,Sperrmüll,John-J.-McCloy-Ufer,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-03-21,2025-08-07,2025-11-27
29289,Sperrmüll,Kollgasse,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-03-19,2025-04-07,2025-11-25
29304,Sperrmüll,Kraterstr.,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-03-18,2025-02-07,2025-11-24
29319,Sperrmüll,Kriemhildstr.,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-03-19,2025-04-07,2025-11-25
29334,Sperrmüll,Kunigundenstr.,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-07-02,2025-11-07,2025-12-12
29349,Sperrmüll,Langenbergsweg,Mehlem,53179,2.0,36.0,1.0,49.0,2025-03-17,2025-03-07,2025-11-21
29369,Sperrmüll,Langenbergsweg,Mehlem,53179,38.0,9998.0,51.0,9999.0,2025-03-17,2025-03-07,2025-11-21
29389,Sperrmüll,Levyweg,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-03-18,2025-02-07,2025-11-24
29404,Sperrmüll,Mainzer Str.,Mehlem,53179,2.0,58.0,1.0,53.0,2025-03-19,2025-04-07,2025-11-25
29424,Sperrmüll,Mainzer Str.,Mehlem,53179,180.0,244.0,187.0,235.0,2025-03-19,2025-04-07,2025-11-25
29439,Sperrmüll,Mainzer Str.,Mehlem,53179,60.0,178.0,55.0,185.0,2025-03-19,2025-04-07,2025-11-25
29454,Sperrmüll,Mainzer Str.,Mehlem,53179,246.0,9998.0,237.0,9999.0,2025-03-18,2025-02-07,2025-11-24
29469,Sperrmüll,Meckenheimer Str.,Mehlem,53179,2.0,16.0,1.0,13.0,2025-03-19,2025-04-07,2025-11-25
29484,Sperrmüll,Meckenheimer Str.,Mehlem,53179,18.0,58.0,15.0,65.0,2025-03-18,2025-02-07,2025-11-24
29499,Sperrmüll,Meckenheimer Str.,Mehlem,53179,60.0,88.0,67.0,85.0,2025-03-18,2025-02-07,2025-11-24
29514,Sperrmüll,Meckenheimer Str.,Mehlem,53179,90.0,9998.0,87.0,9999.0,2025-03-18,2025-02-07,2025-11-24
29529,Sperrmüll,Mehlemer Dorfplatz,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-03-19,2025-04-07,2025-11-25
29544,Sperrmüll,Mühlenpfad,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-07-02,2025-11-07,2025-12-12
29559,Sperrmüll,Nibelungenstr.,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-03-19,2025-04-07,2025-11-25
29574,Sperrmüll,Oberaustr.,Mehlem,53179,2.0,36.0,1.0,33.0,2025-03-18,2025-02-07,2025-11-24
29589,Sperrmüll,Oberaustr.,Mehlem,53179,,,107.0,119.0,2025-03-18,2025-02-07,2025-11-24
29604,Sperrmüll,Oberaustr.,Mehlem,53179,96.0,9998.0,121.0,9999.0,2025-03-18,2025-02-07,2025-11-24
29619,Sperrmüll,Oberaustr.,Mehlem,53179,,,,,2025-03-18,2025-02-07,2025-11-24
29634,Sperrmüll,Oberaustr.,Mehlem,53179,38.0,64.0,35.0,63.0,2025-03-18,2025-02-07,2025-11-24
29649,Sperrmüll,Oberaustr.,Mehlem,53179,66.0,94.0,65.0,105.0,2025-03-18,2025-02-07,2025-11-24
29664,Sperrmüll,Ortwinstr.,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-03-18,2025-02-07,2025-11-24
29679,Sperrmüll,Parkweg,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-03-19,2025-04-07,2025-11-25
29694,Sperrmüll,Pirolweg,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-03-18,2025-02-07,2025-11-24
29709,Sperrmüll,Remagener Str.,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-03-19,2025-04-07,2025-11-25
29724,Sperrmüll,Rheingoldstr.,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-03-18,2025-02-07,2025-11-24
29739,Sperrmüll,Rheinufer,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-03-19,2025-04-07,2025-11-25
29754,Sperrmüll,Rodderbergstr.,Mehlem,53179,2.0,30.0,1.0,27.0,2025-03-18,2025-02-07,2025-11-24
29769,Sperrmüll,Rodderbergstr.,Mehlem,53179,104.0,9998.0,97.0,9999.0,2025-03-18,2025-02-07,2025-11-24
29784,Sperrmüll,Rodderbergstr.,Mehlem,53179,32.0,102.0,29.0,95.0,2025-03-18,2025-02-07,2025-11-24
29799,Sperrmüll,Roderichstr.,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-03-19,2025-04-07,2025-11-25
29814,Sperrmüll,Rolandswerther Str.,Mehlem,53179,2.0,46.0,1.0,51.0,2025-03-18,2025-02-07,2025-11-24
29829,Sperrmüll,Rolandswerther Str.,Mehlem,53179,48.0,148.0,53.0,101.0,2025-03-18,2025-02-07,2025-11-24
29844,Sperrmüll,Rolandswerther Str.,Mehlem,53179,150.0,9998.0,103.0,9999.0,2025-03-18,2025-02-07,2025-11-24
29859,Sperrmüll,Rude-Krüzche-Weg,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-03-18,2025-02-07,2025-11-24
29874,Sperrmüll,Rüdigerstr.,Mehlem,53179,2.0,14.0,1.0,13.0,2025-03-19,2025-04-07,2025-11-25
29889,Sperrmüll,Rüdigerstr.,Mehlem,53179,16.0,92.0,15.0,119.0,2025-03-19,2025-04-07,2025-11-25
29904,Sperrmüll,Rüdigerstr.,Mehlem,53179,94.0,9998.0,121.0,9999.0,2025-03-19,2025-04-07,2025-11-25
29919,Sperrmüll,Schloßallee,Mehlem,53179,2.0,9998.0,1.0,13.0,2025-03-19,2025-04-07,2025-11-25
29934,Sperrmüll,Schloßallee,Mehlem,53179,,,15.0,19.0,2025-03-19,2025-04-07,2025-11-25
29949,Sperrmüll,Schützengraben,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-03-19,2025-04-07,2025-11-25
29964,Sperrmüll,Severinsweg,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-03-19,2025-04-07,2025-11-25
29979,Sperrmüll,Siegfriedstr.,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-03-19,2025-04-07,2025-11-25
29994,Sperrmüll,Sonnenhag,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-03-18,2025-02-07,2025-11-24
30009,Sperrmüll,Spatzenweg,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-03-18,2025-02-07,2025-11-24
30024,Sperrmüll,Spechtweg,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-03-18,2025-02-07,2025-11-24
30039,Sperrmüll,Utestr.,Mehlem,53179,2.0,40.0,1.0,47.0,2025-03-19,2025-04-07,2025-11-25
30054,Sperrmüll,Utestr.,Mehlem,53179,42.0,9998.0,49.0,9999.0,2025-03-19,2025-04-07,2025-11-25
30069,Sperrmüll,Viktor-Schnitzler-Str.,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-03-19,2025-04-07,2025-11-25
30084,Sperrmüll,Volkerstr.,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-03-19,2025-04-07,2025-11-25
30099,Sperrmüll,Von-Müllenark-Str.,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-07-02,2025-11-07,2025-12-12
30114,Sperrmüll,Vulkanstr.,Mehlem,53179,2.0,9998.0,1.0,41.0,2025-03-18,2025-02-07,2025-11-24
30129,Sperrmüll,Vulkanstr.,Mehlem,53179,,,43.0,59.0,2025-03-18,2025-02-07,2025-11-24
30144,Sperrmüll,Vulkanstr.,Mehlem,53179,,,61.0,9999.0,2025-03-18,2025-02-07,2025-11-24
30159,Sperrmüll,Weinrosenweg,Mehlem,53179,2.0,9998.0,1.0,9999.0,2025-07-02,2025-11-07,2025-12-12
30174,Sperrmüll,Am Domblick,Muffendorf,53177,2.0,9998.0,1.0,9999.0,2025-07-02,2025-11-07,2025-12-12
30189,Sperrmüll,Am Gäßchen,Muffendorf,53177,2.0,9998.0,1.0,9999.0,2025-07-02,2025-11-07,2025-12-12
30204,Sperrmüll,Am Helpert,Muffendorf,53177,2.0,9998.0,1.0,9999.0,2025-03-13,2025-06-30,2025-11-19
30219,Sperrmüll,An der Kelter,Muffendorf,53177,2.0,9998.0,1.0,9999.0,2025-03-13,2025-06-30,2025-11-19
30234,Sperrmüll,An der Kommende,Muffendorf,53177,2.0,9998.0,1.0,9999.0,2025-03-13,2025-06-30,2025-11-19
30249,Sperrmüll,Benngasse,Muffendorf,53177,2.0,9998.0,1.0,9999.0,2025-03-13,2025-06-30,2025-11-19
30264,Sperrmüll,Bürvigstr.,Muffendorf,53177,2.0,9998.0,1.0,9999.0,2025-03-13,2025-06-30,2025-11-19
30279,Sperrmüll,Elfstr.,Muffendorf,53177,2.0,9998.0,1.0,9999.0,2025-03-13,2025-06-30,2025-11-19
30294,Sperrmüll,Elisabeth-Mayer-Str.,Muffendorf,53177,2.0,9998.0,1.0,9999.0,2025-03-13,2025-06-30,2025-11-19
30309,Sperrmüll,Elliger Höhe,Muffendorf,53177,2.0,9998.0,1.0,9999.0,2025-03-13,2025-06-30,2025-11-19
30324,Sperrmüll,Fürstenbergstr.,Muffendorf,53177,2.0,9998.0,1.0,9999.0,2025-03-13,2025-06-30,2025-11-19
30339,Sperrmüll,Goldbergweg,Muffendorf,53177,2.0,9998.0,1.0,9999.0,2025-11-03,2025-06-27,2025-11-18
